Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,14,29,1.1463661194,1.14636659622,0,-20.0614070892,-2.86590838432,0
0,1,14,28,1.1463661194,1.14636659623,0,-20.0614070892,-4.01227498054,0
0,1,15,28,1.146364212,1.14636635781,0,-18.9150419235,-4.01227509975,0
0,1,16,28,1.1463661194,1.14636635781,0,-17.7686767578,-4.01227509975,0
0,1,16,29,1.1463661194,1.1463663578,0,-17.7686767578,-2.86590874195,0
0,1,16,30,1.1463661194,1.14636647701,0,-17.7686767578,-1.71954232454,0
0,1,15,30,1.146364212,1.14636647701,0,-18.9150419235,-1.71954208612,0
0,0,16,29,1.1463661194,1.1463663578,0,-17.7686767578,-2.86590874195,0
0,1,15,30,1.146364212,1.14636647701,0,-18.9150419235,-1.71954208612,0
0,1,15,29,1.146364212,1.14636659622,0,-18.9150419235,-2.86590862274,0
0,1,15,28,1.146364212,1.14636635781,0,-18.9150419235,-4.01227509975,0
0,1,16,28,1.1463661194,1.14636635781,0,-17.7686767578,-4.01227509975,0
0,1,17,28,1.1463661194,1.14636683464,0,-16.6223106384,-4.01227533817,0
0,1,17,29,1.1463661194,1.1463663578,0,-16.6223106384,-2.86590874195,0
0,1,17,30,1.1463661194,1.1463663578,0,-16.6223106384,-1.71954238415,0
0,1,16,30,1.1463661194,1.14636647701,0,-17.7686767578,-1.71954232454,0
0,0,17,29,1.1463661194,1.1463663578,0,-16.6223106384,-2.86590874195,0
0,1,16,30,1.1463661194,1.14636647701,0,-17.7686767578,-1.71954232454,0
0,1,16,29,1.1463661194,1.1463663578,0,-17.7686767578,-2.86590874195,0
0,1,16,28,1.1463661194,1.14636635781,0,-17.7686767578,-4.01227509975,0
0,1,17,28,1.1463661194,1.14636683464,0,-16.6223106384,-4.01227533817,0
0,1,18,28,1.146367073,1.14636659622,0,-15.4759440422,-4.01227545738,0
0,1,18,29,1.146367073,1.1463663578,0,-15.4759440422,-2.86590898037,0
0,1,18,30,1.146367073,1.14636635781,0,-15.4759440422,-1.71954262257,0
0,1,17,30,1.1463661194,1.1463663578,0,-16.6223106384,-1.71954238415,0
0,0,18,29,1.146367073,1.1463663578,0,-15.4759440422,-2.86590898037,0
0,1,17,30,1.1463661194,1.1463663578,0,-16.6223106384,-1.71954238415,0
0,1,17,29,1.1463661194,1.1463663578,0,-16.6223106384,-2.86590874195,0
0,1,17,28,1.1463661194,1.14636683464,0,-16.6223106384,-4.01227533817,0
0,1,18,28,1.146367073,1.14636659622,0,-15.4759440422,-4.01227545738,0
0,1,19,28,1.1463661194,1.1463663578,0,-14.329577446,-4.01227557659,0
0,1,19,29,1.1463661194,1.14636659622,0,-14.329577446,-2.86590909958,0
0,1,19,30,1.1463661194,1.1463662386,0,-14.329577446,-1.71954268217,0
0,1,18,30,1.146367073,1.14636635781,0,-15.4759440422,-1.71954262257,0
0,0,19,29,1.1463661194,1.14636659622,0,-14.329577446,-2.86590909958,0
0,1,18,30,1.146367073,1.14636635781,0,-15.4759440422,-1.71954262257,0
0,1,18,29,1.146367073,1.1463663578,0,-15.4759440422,-2.86590898037,0
0,1,18,28,1.146367073,1.14636659622,0,-15.4759440422,-4.01227545738,0
0,1,19,28,1.1463661194,1.1463663578,0,-14.329577446,-4.01227557659,0
0,1,20,28,1.1463670731,1.1463663578,0,-13.1832108498,-4.01227557659,0
0,1,20,29,1.1463670731,1.1463663578,0,-13.1832108498,-2.86590921879,0
0,1,20,30,1.1463670731,1.14636635781,0,-13.1832108498,-1.71954286098,0
0,1,19,30,1.1463661194,1.1463662386,0,-14.329577446,-1.71954268217,0
0,0,20,29,1.1463670731,1.1463663578,0,-13.1832108498,-2.86590921879,0
0,1,19,30,1.1463661194,1.1463662386,0,-14.329577446,-1.71954268217,0
0,1,19,29,1.1463661194,1.14636659622,0,-14.329577446,-2.86590909958,0
0,1,19,28,1.1463661194,1.1463663578,0,-14.329577446,-4.01227557659,0
0,1,20,28,1.1463670731,1.1463663578,0,-13.1832108498,-4.01227557659,0
0,1,21,28,1.1463661194,1.1463663578,0,-12.0368442535,-4.01227605343,0
0,1,21,29,1.1463661194,1.14636659622,0,-12.0368442535,-2.86590957642,0
0,1,21,30,1.1463661194,1.14636635781,0,-12.0368442535,-1.71954309941,0
0,1,20,30,1.1463670731,1.14636635781,0,-13.1832108498,-1.71954286098,0
0,0,21,29,1.1463661194,1.14636659622,0,-12.0368442535,-2.86590957642,0
0,1,20,30,1.1463670731,1.14636635781,0,-13.1832108498,-1.71954286098,0
0,1,20,29,1.1463670731,1.1463663578,0,-13.1832108498,-2.86590921879,0
0,1,20,28,1.1463670731,1.1463663578,0,-13.1832108498,-4.01227557659,0
0,1,21,28,1.1463661194,1.1463663578,0,-12.0368442535,-4.01227605343,0
0,1,22,28,1.1463661193,1.14636611938,0,-10.8904781342,-4.01227617264,0
0,1,22,29,1.1463661193,1.14636659623,0,-10.8904781342,-2.86590981483,0
0,1,22,30,1.1463661193,1.1463663578,0,-10.8904781342,-1.71954333782,0
0,1,21,30,1.1463661194,1.14636635781,0,-12.0368442535,-1.71954309941,0
0,0,22,29,1.1463661193,1.14636659623,0,-10.8904781342,-2.86590981483,0
0,1,21,30,1.1463661194,1.14636635781,0,-12.0368442535,-1.71954309941,0
0,1,21,29,1.1463661194,1.14636659622,0,-12.0368442535,-2.86590957642,0
0,1,21,28,1.1463661194,1.1463663578,0,-12.0368442535,-4.01227605343,0
0,1,22,28,1.1463661193,1.14636611938,0,-10.8904781342,-4.01227617264,0
0,1,23,28,1.14636611942,1.14636611938,0,-9.74411201479,-4.01227617264,0
0,1,23,29,1.14636611942,1.14636635781,0,-9.74411201479,-2.86590993404,0
0,1,23,30,1.14636611942,1.1463663578,0,-9.74411201479,-1.71954357624,0
0,1,22,30,1.1463661193,1.1463663578,0,-10.8904781342,-1.71954333782,0
0,0,23,29,1.14636611942,1.14636635781,0,-9.74411201479,-2.86590993404,0
0,1,22,30,1.1463661193,1.1463663578,0,-10.8904781342,-1.71954333782,0
0,1,22,29,1.1463661193,1.14636659623,0,-10.8904781342,-2.86590981483,0
0,1,22,28,1.1463661193,1.14636611938,0,-10.8904781342,-4.01227617264,0
0,1,23,28,1.14636611942,1.14636611938,0,-9.74411201479,-4.01227617264,0
0,1,24,28,1.14636707306,1.14636635781,0,-8.59774541855,-4.01227653026,0
0,1,24,29,1.14636707306,1.1463663578,0,-8.59774541855,-2.86591017246,0
0,1,24,30,1.14636707306,1.14636647701,0,-8.59774541855,-1.71954375505,0
0,1,23,30,1.14636611942,1.1463663578,0,-9.74411201479,-1.71954357624,0
0,0,24,29,1.14636707306,1.1463663578,0,-8.59774541855,-2.86591017246,0
0,1,23,30,1.14636611942,1.1463663578,0,-9.74411201479,-1.71954357624,0
0,1,23,29,1.14636611942,1.14636635781,0,-9.74411201479,-2.86590993404,0
0,1,23,28,1.14636611942,1.14636611938,0,-9.74411201479,-4.01227617264,0
0,1,24,28,1.14636707306,1.14636635781,0,-8.59774541855,-4.01227653026,0
0,1,25,28,1.14636611939,1.14636659622,0,-7.45137882232,-4.01227688789,0
0,1,25,29,1.14636611939,1.14636659622,0,-7.45137882232,-2.86591029167,0
0,1,25,30,1.14636611939,1.14636623859,0,-7.45137882232,-1.71954387426,0
0,1,24,30,1.14636707306,1.14636647701,0,-8.59774541855,-1.71954375505,0
0,0,25,29,1.14636611939,1.14636659622,0,-7.45137882232,-2.86591029167,0
0,1,24,30,1.14636707306,1.14636647701,0,-8.59774541855,-1.71954375505,0
0,1,24,29,1.14636707306,1.1463663578,0,-8.59774541855,-2.86591017246,0
0,1,24,28,1.14636707306,1.14636635781,0,-8.59774541855,-4.01227653026,0
0,1,25,28,1.14636611939,1.14636659622,0,-7.45137882232,-4.01227688789,0
0,1,26,28,1.14636611938,1.14636659622,0,-6.30501270294,-4.01227688789,0
0,1,26,29,1.14636611938,1.1463663578,0,-6.30501270294,-2.86591041088,0
0,1,26,30,1.14636611938,1.14636623859,0,-6.30501270294,-1.71954411269,0
0,1,25,30,1.14636611939,1.14636623859,0,-7.45137882232,-1.71954387426,0
0,0,26,29,1.14636611938,1.1463663578,0,-6.30501270294,-2.86591041088,0
0,1,25,30,1.14636611939,1.14636623859,0,-7.45137882232,-1.71954387426,0
0,1,25,29,1.14636611939,1.14636659622,0,-7.45137882232,-2.86591029167,0
0,1,25,28,1.14636611939,1.14636659622,0,-7.45137882232,-4.01227688789,0
0,1,26,28,1.14636611938,1.14636659622,0,-6.30501270294,-4.01227688789,0
0,1,27,28,1.14636659622,1.1463663578,0,-5.15864634514,-4.0122770071,0
0,1,27,29,1.14636659622,1.1463663578,0,-5.15864634514,-2.8659106493,0
0,1,27,30,1.14636659622,1.14636635781,0,-5.15864634514,-1.7195442915,0
0,1,26,30,1.14636611938,1.14636623859,0,-6.30501270294,-1.71954411269,0
0,0,27,29,1.14636659622,1.1463663578,0,-5.15864634514,-2.8659106493,0
0,1,26,30,1.14636611938,1.14636623859,0,-6.30501270294,-1.71954411269,0
0,1,26,29,1.14636611938,1.1463663578,0,-6.30501270294,-2.86591041088,0
0,1,26,28,1.14636611938,1.14636659622,0,-6.30501270294,-4.01227688789,0
0,1,27,28,1.14636659622,1.1463663578,0,-5.15864634514,-4.0122770071,0
0,1,28,28,1.14636611939,1.14636659622,0,-4.01227998733,-4.01227736473,0
0,1,28,29,1.14636611939,1.1463663578,0,-4.01227998733,-2.86591088772,0
0,1,28,30,1.14636611939,1.14636635781,0,-4.01227998733,-1.71954452992,0
0,1,27,30,1.14636659622,1.14636635781,0,-5.15864634514,-1.7195442915,0
0,0,28,29,1.14636611939,1.1463663578,0,-4.01227998733,-2.86591088772,0
0,1,27,30,1.14636659622,1.14636635781,0,-5.15864634514,-1.7195442915,0
0,1,27,29,1.14636659622,1.1463663578,0,-5.15864634514,-2.8659106493,0
0,1,27,28,1.14636659622,1.1463663578,0,-5.15864634514,-4.0122770071,0
0,1,28,28,1.14636611939,1.14636659622,0,-4.01227998733,-4.01227736473,0
0,1,29,28,1.14636611938,1.14636659622,0,-2.86591386795,-4.01227736473,0
0,1,29,29,1.1463663578,1.14636611938,0,-2.86591374874,-2.86591100693,0
0,1,29,30,1.1463663578,1.14636635781,0,-2.86591374874,-1.71954476834,0
0,1,28,30,1.14636611939,1.14636635781,0,-4.01227998733,-1.71954452992,0
0,0,29,29,1.1463663578,1.14636611938,0,-2.86591374874,-2.86591100693,0
0,1,28,30,1.14636611939,1.14636635781,0,-4.01227998733,-1.71954452992,0
0,1,28,29,1.14636611939,1.1463663578,0,-4.01227998733,-2.86591088772,0
0,1,28,28,1.14636611939,1.14636659622,0,-4.01227998733,-4.01227736473,0
0,1,29,28,1.14636611938,1.14636659622,0,-2.86591386795,-4.01227736473,0
0,1,30,28,1.14636647701,1.14636611938,0,-1.71954756976,-4.01227760315,0
0,1,30,29,1.14636623859,1.14636635781,0,-1.71954745055,-2.86591136456,0
0,1,30,30,1.1463663578,1.1463663578,0,-1.71954739094,-1.71954500675,0
0,1,29,30,1.1463663578,1.14636635781,0,-2.86591374874,-1.71954476834,0
0,0,30,29,1.14636623859,1.14636635781,0,-1.71954745055,-2.86591136456,0
0,1,29,30,1.1463663578,1.14636635781,0,-2.86591374874,-1.71954476834,0
0,1,29,29,1.1463663578,1.14636611938,0,-2.86591374874,-2.86591100693,0
0,1,29,28,1.14636611938,1.14636659622,0,-2.86591386795,-4.01227736473,0
0,1,30,28,1.14636647701,1.14636611938,0,-1.71954756976,-4.01227760315,0
0,1,31,28,1.14636436402,1.1463663578,0,-0.57318214924,-4.01227796078,0
0,1,31,29,1.14636436515,1.14636635781,0,-0.573182148675,-2.86591160297,0
0,1,31,30,1.14636424707,1.14636647701,0,-0.573182088504,-1.71954518556,0
0,1,30,30,1.1463663578,1.1463663578,0,-1.71954739094,-1.71954500675,0
0,0,31,29,1.14636436515,1.14636635781,0,-0.573182148675,-2.86591160297,0
0,1,30,30,1.1463663578,1.1463663578,0,-1.71954739094,-1.71954500675,0
0,1,30,29,1.14636623859,1.14636635781,0,-1.71954745055,-2.86591136456,0
0,1,30,28,1.14636647701,1.14636611938,0,-1.71954756976,-4.01227760315,0
0,1,31,28,1.14636436402,1.1463663578,0,-0.57318214924,-4.01227796078,0
0,1,32,28,1.14636811317,1.1463663578,0,0.573184089355,-4.01227796078,0
0,1,32,29,1.14636823125,1.14636635781,0,0.573184149525,-2.86591160297,0
0,1,32,30,1.14636834933,1.1463663578,0,0.573184209696,-1.71954524517,0
0,1,31,30,1.14636424707,1.14636647701,0,-0.573182088504,-1.71954518556,0
0,0,32,29,1.14636823125,1.14636635781,0,0.573184149525,-2.86591160297,0
0,1,31,30,1.14636424707,1.14636647701,0,-0.573182088504,-1.71954518556,0
0,1,31,29,1.14636436515,1.14636635781,0,-0.573182148675,-2.86591160297,0
0,1,31,28,1.14636436402,1.1463663578,0,-0.57318214924,-4.01227796078,0
0,1,32,28,1.14636811317,1.1463663578,0,0.573184089355,-4.01227796078,0
0,1,33,28,1.1463662386,1.14636611939,0,1.71955126524,-4.01227807999,0
0,1,33,29,1.14636635781,1.1463663578,0,1.71955144406,-2.86591184139,0
0,1,33,30,1.1463662386,1.1463663578,0,1.71955150366,-1.71954548359,0
0,1,32,30,1.14636834933,1.1463663578,0,0.573184209696,-1.71954524517,0
0,0,33,29,1.14636635781,1.1463663578,0,1.71955144406,-2.86591184139,0
0,1,32,30,1.14636834933,1.1463663578,0,0.573184209696,-1.71954524517,0
0,1,32,29,1.14636823125,1.14636635781,0,0.573184149525,-2.86591160297,0
0,1,32,28,1.14636811317,1.1463663578,0,0.573184089355,-4.01227796078,0
0,1,33,28,1.1463662386,1.14636611939,0,1.71955126524,-4.01227807999,0
0,1,34,28,1.1463663578,1.14636635781,0,2.86591756344,-4.01227843762,0
0,1,34,29,1.14636611938,1.1463663578,0,2.86591768265,-2.86591207981,0
0,1,34,30,1.14636611938,1.1463663578,0,2.86591768265,-1.71954572201,0
0,1,33,30,1.1463662386,1.1463663578,0,1.71955150366,-1.71954548359,0
0,0,34,29,1.14636611938,1.1463663578,0,2.86591768265,-2.86591207981,0
0,1,33,30,1.1463662386,1.1463663578,0,1.71955150366,-1.71954548359,0
0,1,33,29,1.14636635781,1.1463663578,0,1.71955144406,-2.86591184139,0
0,1,33,28,1.1463662386,1.14636611939,0,1.71955126524,-4.01227807999,0
0,1,34,28,1.1463663578,1.14636635781,0,2.86591756344,-4.01227843762,0
0,1,35,28,1.14636611938,1.14636635781,0,4.01228380203,-4.01227843762,0
0,1,35,29,1.14636611938,1.14636611938,0,4.01228380203,-2.86591219902,0
0,1,35,30,1.14636611938,1.14636635781,0,4.01228380203,-1.71954596042,0
0,1,34,30,1.14636611938,1.1463663578,0,2.86591768265,-1.71954572201,0
0,0,35,29,1.14636611938,1.14636611938,0,4.01228380203,-2.86591219902,0
0,1,34,30,1.14636611938,1.1463663578,0,2.86591768265,-1.71954572201,0
0,1,34,29,1.14636611938,1.1463663578,0,2.86591768265,-2.86591207981,0
0,1,34,28,1.1463663578,1.14636635781,0,2.86591756344,-4.01227843762,0
0,1,35,28,1.14636611938,1.14636635781,0,4.01228380203,-4.01227843762,0
0,1,36,28,1.14636611939,1.14636659622,0,5.15864992141,-4.01227879524,0
0,1,36,29,1.14636611939,1.1463663578,0,5.15864992141,-2.86591231823,0
0,1,36,30,1.14636611939,1.1463662386,0,5.15864992141,-1.71954602003,0
0,1,35,30,1.14636611938,1.14636635781,0,4.01228380203,-1.71954596042,0
0,0,36,29,1.14636611939,1.1463663578,0,5.15864992141,-2.86591231823,0
0,1,35,30,1.14636611938,1.14636635781,0,4.01228380203,-1.71954596042,0
0,1,35,29,1.14636611938,1.14636611938,0,4.01228380203,-2.86591219902,0
0,1,35,28,1.14636611938,1.14636635781,0,4.01228380203,-4.01227843762,0
0,1,36,28,1.14636611939,1.14636659622,0,5.15864992141,-4.01227879524,0
0,1,37,28,1.14636611938,1.1463663578,0,6.3050160408,-4.01227891445,0
0,1,37,29,1.14636611938,1.1463663578,0,6.3050160408,-2.86591255665,0
0,1,37,30,1.14636611938,1.1463662386,0,6.3050160408,-1.71954625845,0
0,1,36,30,1.14636611939,1.1463662386,0,5.15864992141,-1.71954602003,0
0,0,37,29,1.14636611938,1.1463663578,0,6.3050160408,-2.86591255665,0
0,1,36,30,1.14636611939,1.1463662386,0,5.15864992141,-1.71954602003,0
0,1,36,29,1.14636611939,1.1463663578,0,5.15864992141,-2.86591231823,0
0,1,36,28,1.14636611939,1.14636659622,0,5.15864992141,-4.01227879524,0
0,1,37,28,1.14636611938,1.1463663578,0,6.3050160408,-4.01227891445,0
0,1,38,28,1.14636659623,1.1463663578,0,7.45138239861,-4.01227891445,0
0,1,38,29,1.14636659623,1.14636611938,0,7.45138239861,-2.86591267586,0
0,1,38,30,1.14636659623,1.1463662386,0,7.45138239861,-1.71954649687,0
0,1,37,30,1.14636611938,1.1463662386,0,6.3050160408,-1.71954625845,0
0,0,38,29,1.14636659623,1.14636611938,0,7.45138239861,-2.86591267586,0
0,1,37,30,1.14636611938,1.1463662386,0,6.3050160408,-1.71954625845,0
0,1,37,29,1.14636611938,1.1463663578,0,6.3050160408,-2.86591255665,0
0,1,37,28,1.14636611938,1.1463663578,0,6.3050160408,-4.01227891445,0
0,1,38,28,1.14636659623,1.1463663578,0,7.45138239861,-4.01227891445,0
0,1,39,28,1.14636611938,1.14636659622,0,8.59774875641,-4.01227927208,0
0,1,39,29,1.14636611938,1.14636611939,0,8.59774875641,-2.86591291427,0
0,1,39,30,1.14636611938,1.1463663578,0,8.59774875641,-1.71954667568,0
0,1,38,30,1.14636659623,1.1463662386,0,7.45138239861,-1.71954649687,0
0,0,39,29,1.14636611938,1.14636611939,0,8.59774875641,-2.86591291427,0
0,1,38,30,1.14636659623,1.1463662386,0,7.45138239861,-1.71954649687,0
0,1,38,29,1.14636659623,1.14636611938,0,7.45138239861,-2.86591267586,0
0,1,38,28,1.14636659623,1.1463663578,0,7.45138239861,-4.01227891445,0
0,1,39,28,1.14636611938,1.14636659622,0,8.59774875641,-4.01227927208,0
0,1,40,28,1.1463651657,1.14636611938,0,9.74411439895,-4.0122795105,0
0,1,40,29,1.1463651657,1.14636635781,0,9.74411439895,-2.8659132719,0
0,1,40,30,1.1463651657,1.1463663578,0,9.74411439895,-1.7195469141,0
0,1,39,30,1.14636611938,1.1463663578,0,8.59774875641,-1.71954667568,0
0,0,40,29,1.1463651657,1.14636635781,0,9.74411439895,-2.8659132719,0
0,1,39,30,1.14636611938,1.1463663578,0,8.59774875641,-1.71954667568,0
0,1,39,29,1.14636611938,1.14636611939,0,8.59774875641,-2.86591291427,0
0,1,39,28,1.14636611938,1.14636659622,0,8.59774875641,-4.01227927208,0
0,1,40,28,1.1463651657,1.14636611938,0,9.74411439895,-4.0122795105,0
0,1,41,28,1.1463661194,1.14636611938,0,10.8904800415,-4.0122795105,0
0,1,41,29,1.1463661194,1.14636611939,0,10.8904800415,-2.86591339111,0
0,1,41,30,1.1463661194,1.1463663578,0,10.8904800415,-1.71954715252,0
0,1,40,30,1.1463651657,1.1463663578,0,9.74411439895,-1.7195469141,0
0,0,41,29,1.1463661194,1.14636611939,0,10.8904800415,-2.86591339111,0
0,1,40,30,1.1463651657,1.1463663578,0,9.74411439895,-1.7195469141,0
0,1,40,29,1.1463651657,1.14636635781,0,9.74411439895,-2.8659132719,0
0,1,40,28,1.1463651657,1.14636611938,0,9.74411439895,-4.0122795105,0
0,1,41,28,1.1463661194,1.14636611938,0,10.8904800415,-4.0122795105,0
0,1,42,28,1.1463670731,1.14636635781,0,12.0368466377,-4.01227986812,0
0,1,42,29,1.1463670731,1.14636611938,0,12.0368466377,-2.86591362953,0
0,1,42,30,1.1463670731,1.1463663578,0,12.0368466377,-1.71954739094,0
0,1,41,30,1.1463661194,1.1463663578,0,10.8904800415,-1.71954715252,0
0,0,42,29,1.1463670731,1.14636611938,0,12.0368466377,-2.86591362953,0
0,1,41,30,1.1463661194,1.1463663578,0,10.8904800415,-1.71954715252,0
0,1,41,29,1.1463661194,1.14636611939,0,10.8904800415,-2.86591339111,0
0,1,41,28,1.1463661194,1.14636611938,0,10.8904800415,-4.0122795105,0
0,1,42,28,1.1463670731,1.14636635781,0,12.0368466377,-4.01227986812,0
0,1,43,28,1.1463661193,1.14636611939,0,13.183213234,-4.01227998733,0
0,1,43,29,1.1463661193,1.1463663578,0,13.183213234,-2.86591374874,0
0,1,43,30,1.1463661193,1.14636623859,0,13.183213234,-1.71954745055,0
0,1,42,30,1.1463670731,1.1463663578,0,12.0368466377,-1.71954739094,0
0,0,43,29,1.1463661193,1.1463663578,0,13.183213234,-2.86591374874,0
0,1,42,30,1.1463670731,1.1463663578,0,12.0368466377,-1.71954739094,0
0,1,42,29,1.1463670731,1.14636611938,0,12.0368466377,-2.86591362953,0
0,1,42,28,1.1463670731,1.14636635781,0,12.0368466377,-4.01227986812,0
0,1,43,28,1.1463661193,1.14636611939,0,13.183213234,-4.01227998733,0
0,1,44,28,1.1463661194,1.1463663578,0,14.3295793533,-4.01228034496,0
0,1,44,29,1.1463661194,1.1463663578,0,14.3295793533,-2.86591398716,0
0,1,44,30,1.1463661194,1.1463662386,0,14.3295793533,-1.71954768896,0
0,1,43,30,1.1463661193,1.14636623859,0,13.183213234,-1.71954745055,0
0,0,44,29,1.1463661194,1.1463663578,0,14.3295793533,-2.86591398716,0
0,1,43,30,1.1463661193,1.14636623859,0,13.183213234,-1.71954745055,0
0,1,43,29,1.1463661193,1.1463663578,0,13.183213234,-2.86591374874,0
0,1,43,28,1.1463661193,1.14636611939,0,13.183213234,-4.01227998733,0
0,1,44,28,1.1463661194,1.1463663578,0,14.3295793533,-4.01228034496,0
0,1,45,28,1.1463670731,1.14636659622,0,15.4759459495,-4.01228070259,0
0,1,45,29,1.1463670731,1.1463663578,0,15.4759459495,-2.86591422558,0
0,1,45,30,1.1463670731,1.1463662386,0,15.4759459495,-1.71954792738,0
0,1,44,30,1.1463661194,1.1463662386,0,14.3295793533,-1.71954768896,0
0,0,45,29,1.1463670731,1.1463663578,0,15.4759459495,-2.86591422558,0
0,1,44,30,1.1463661194,1.1463662386,0,14.3295793533,-1.71954768896,0
0,1,44,29,1.1463661194,1.1463663578,0,14.3295793533,-2.86591398716,0
0,1,44,28,1.1463661194,1.1463663578,0,14.3295793533,-4.01228034496,0
0,1,45,28,1.1463670731,1.14636659622,0,15.4759459495,-4.01228070259,0
0,1,46,28,1.1463661194,1.14636659622,0,16.6223125458,-4.01228070259,0
0,1,46,29,1.1463661194,1.14636611938,0,16.6223125458,-2.86591434479,0
0,1,46,30,1.1463661194,1.1463662386,0,16.6223125458,-1.7195481658,0
0,1,45,30,1.1463670731,1.1463662386,0,15.4759459495,-1.71954792738,0
0,0,46,29,1.1463661194,1.14636611938,0,16.6223125458,-2.86591434479,0
0,1,45,30,1.1463670731,1.1463662386,0,15.4759459495,-1.71954792738,0
0,1,45,29,1.1463670731,1.1463663578,0,15.4759459495,-2.86591422558,0
0,1,45,28,1.1463670731,1.14636659622,0,15.4759459495,-4.01228070259,0
0,1,46,28,1.1463661194,1.14636659622,0,16.6223125458,-4.01228070259,0
0,1,47,28,1.1463661194,1.1463663578,0,17.7686786652,-4.0122808218,0
0,1,47,29,1.1463661194,1.14636611939,0,17.7686786652,-2.8659145832,0
0,1,47,30,1.1463661194,1.1463663578,0,17.7686786652,-1.71954834461,0
0,1,46,30,1.1463661194,1.1463662386,0,16.6223125458,-1.7195481658,0
0,0,47,29,1.1463661194,1.14636611939,0,17.7686786652,-2.8659145832,0
0,1,46,30,1.1463661194,1.1463662386,0,16.6223125458,-1.7195481658,0
0,1,46,29,1.1463661194,1.14636611938,0,16.6223125458,-2.86591434479,0
0,1,46,28,1.1463661194,1.14636659622,0,16.6223125458,-4.01228070259,0
0,1,47,28,1.1463661194,1.1463663578,0,17.7686786652,-4.0122808218,0
0,1,48,28,1.1463661193,1.14636659622,0,18.9150447845,-4.01228117943,0
0,1,48,29,1.1463661193,1.14636635781,0,18.9150447845,-2.86591470242,0
0,1,48,30,1.1463661193,1.14636611938,0,18.9150447845,-1.71954846382,0
0,1,47,30,1.1463661194,1.1463663578,0,17.7686786652,-1.71954834461,0
0,0,48,29,1.1463661193,1.14636635781,0,18.9150447845,-2.86591470242,0
0,1,47,30,1.1463661194,1.1463663578,0,17.7686786652,-1.71954834461,0
0,1,47,29,1.1463661194,1.14636611939,0,17.7686786652,-2.8659145832,0
0,1,47,28,1.1463661194,1.1463663578,0,17.7686786652,-4.0122808218,0
0,1,48,28,1.1463661193,1.14636659622,0,18.9150447845,-4.01228117943,0
0,1,49,28,1.1463661194,1.14636659622,0,20.0614109039,-4.01228117943,0
0,1,49,29,1.1463661194,1.14636588097,0,20.0614109039,-2.86591494084,0
0,1,49,30,1.1463661194,1.1463663578,0,20.0614109039,-1.71954882145,0
0,1,48,30,1.1463661193,1.14636611938,0,18.9150447845,-1.71954846382,0
0,0,49,29,1.1463661194,1.14636588097,0,20.0614109039,-2.86591494084,0
0,1,48,30,1.1463661193,1.14636611938,0,18.9150447845,-1.71954846382,0
0,1,48,29,1.1463661193,1.14636635781,0,18.9150447845,-2.86591470242,0
0,1,48,28,1.1463661193,1.14636659622,0,18.9150447845,-4.01228117943,0
0,1,49,28,1.1463661194,1.14636659622,0,20.0614109039,-4.01228117943,0
0,1,50,28,1.1463661194,1.14636611939,0,21.2077770233,-4.01228141784,0
0,1,50,29,1.1463661194,1.14636611938,0,21.2077770233,-2.86591529846,0
0,1,50,30,1.1463661194,1.14636647701,0,21.2077770233,-1.71954900027,0
0,1,49,30,1.1463661194,1.1463663578,0,20.0614109039,-1.71954882145,0
0,0,50,29,1.1463661194,1.14636611938,0,21.2077770233,-2.86591529846,0
0,1,49,30,1.1463661194,1.1463663578,0,20.0614109039,-1.71954882145,0
0,1,49,29,1.1463661194,1.14636588097,0,20.0614109039,-2.86591494084,0
0,1,49,28,1.1463661194,1.14636659622,0,20.0614109039,-4.01228117943,0
0,1,50,28,1.1463661194,1.14636611939,0,21.2077770233,-4.01228141784,0
0,1,51,28,1.1463661194,1.14636635781,0,22.3541431427,-4.01228177547,0
0,1,51,29,1.1463661194,1.1463663578,0,22.3541431427,-2.86591541767,0
0,1,51,30,1.1463661194,1.14636623859,0,22.3541431427,-1.71954911948,0
0,1,50,30,1.1463661194,1.14636647701,0,21.2077770233,-1.71954900027,0
0,0,51,29,1.1463661194,1.1463663578,0,22.3541431427,-2.86591541767,0
0,1,50,30,1.1463661194,1.14636647701,0,21.2077770233,-1.71954900027,0
0,1,50,29,1.1463661194,1.14636611938,0,21.2077770233,-2.86591529846,0
0,1,50,28,1.1463661194,1.14636611939,0,21.2077770233,-4.01228141784,0
0,1,51,28,1.1463661194,1.14636635781,0,22.3541431427,-4.01228177547,0
0,1,52,28,1.1463680267,1.14636611939,0,23.5005102157,-4.01228189468,0
0,1,52,29,1.1463680267,1.1463663578,0,23.5005102157,-2.86591565609,0
0,1,52,30,1.1463680267,1.1463662386,0,23.5005102157,-1.71954935789,0
0,1,51,30,1.1463661194,1.14636623859,0,22.3541431427,-1.71954911948,0
0,0,52,29,1.1463680267,1.1463663578,0,23.5005102157,-2.86591565609,0
0,1,51,30,1.1463661194,1.14636623859,0,22.3541431427,-1.71954911948,0
0,1,51,29,1.1463661194,1.1463663578,0,22.3541431427,-2.86591541767,0
0,1,51,28,1.1463661194,1.14636635781,0,22.3541431427,-4.01228177547,0
0,1,52,28,1.1463680267,1.14636611939,0,23.5005102157,-4.01228189468,0
0,1,53,28,1.1463661194,1.14636588097,0,24.6468772888,-4.01228201389,0
